 Month Name ,Year,Segment,Country, Product , Discount Band ,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts, Sales,COGS,Profit
 February ,2023,Enterprise,Germany, Velo , Medium ,807,120,125,100875,5043.75,95831.25,96840,-1008.75
 February ,2023,Government,Germany, Amarilla , Medium ,1350,260,350,472500,23625,448875,351000,97875
 February ,2023,Enterprise,Canada, Velo , Medium ,952,120,125,119000,7140,111860,114240,-2380
 February ,2023,Enterprise,United States of America, Velo , Medium ,2755,120,125,344375,20662.5,323712.5,330600,-6887.5
 February ,2023,Channel Partners,Mexico, Carretera , Medium ,727,3,12,8724,610.68,8113.32,2181,5932.32
 February ,2023,Small Business,France, VTT , Medium ,959,250,300,287700,20229,267561,239750,27811
 February ,2023,Small Business,Mexico, VTT , Medium ,2747,250,300,824100,57687,766413,686750,79663
 February ,2023,Government,Canada, Montana , Medium ,488,5,7,3416,273.28,3142.72,2440,702.72
 February ,2023,Small Business,Germany, VTT , Medium ,2659,250,300,797700,71793,725907,664750,61157
 February ,2023,Government,Canada, Amarilla , High ,2240,260,350,784000,78400,705600,582400,123200
 February ,2023,Channel Partners,Canada, Carretera , High ,1937,3,12,23244,2556.84,20687.16,5811,14876.16
 February ,2023,Government,United States of America, Amarilla , High ,270,260,350,94500,11340,83160,70200,12960
 February ,2023,Government,United States of America, Montana , High ,1298,5,7,9086,1181.18,7904.82,6490,1414.82
 February ,2023,Government,United States of America, Paseo , High ,2641,10,20,52820,6866.6,45953.4,26410,19543.4
 February ,2023,Government,Germany, Paseo , High ,2708,10,20,54160,7040.8,47119.2,27080,20039.2
 February ,2023,Government,France, Montana , High ,293,5,7,2051,287.14,1763.86,1465,298.86
 February ,2023,Midmarket,Germany, Paseo , High ,278,10,15,4170,583.8,3586.2,2780,806.2
 February ,2023,Government,Mexico, Paseo , High ,260,10,20,5200,728,4472,2600,1872
 February ,2023,Enterprise,Mexico, Velo , High ,1575,120,125,196875,27562.5,169312.5,189000,-19687.5
 February ,2023,Government,Mexico, Montana , High ,1368,5,7,9576,1436.4,8139.6,6840,1299.6
 March ,2023,Midmarket,Germany, Montana , None ,921,5,15,13815,0,13815,9210,4605
 March ,2023,Channel Partners,Germany, Velo , None ,2161,120,12,25932,0,25932,6483,19449
 March ,2023,Government,Canada, VTT , Low ,1326,250,7,9282,92.82,9189.18,6630,2559.18
 March ,2023,Government,Mexico, Carretera , Low ,1210,3,350,423500,4235,419265,314600,104665
 March ,2023,Midmarket,Mexico, Montana , Low ,2214,5,15,33210,332.1,32877.9,22140,10737.9
 March ,2023,Government,Germany, VTT , Low ,263,250,7,1841,18.41,1822.59,1315,507.59
 March ,2023,Small Business,Germany, Amarilla , Low ,259,260,300,77700,1554,76146,64750,11396
 March ,2023,Small Business,Mexico, Amarilla , Low ,1101,260,300,330300,6606,323694,275250,48444
 March ,2023,Enterprise,Canada, Paseo , Low ,1774,10,125,221750,6652.5,215097.5,212880,2217.5
 March ,2023,Midmarket,Canada, Montana , Low ,1967,5,15,29505,1180.2,28324.8,19670,8654.8
 March ,2023,Enterprise,Germany, Paseo , Low ,795,10,125,99375,3975,95400,95400,0
 March ,2023,Channel Partners,United States of America, Velo , Low ,1465,120,12,17580,703.2,16876.8,4395,12481.8
 March ,2023,Enterprise,United States of America, Paseo , Medium ,2992,10,125,374000,18700,355300,359040,-3740
 March ,2023,Enterprise,France, Paseo , Medium ,2385,10,125,298125,14906.25,283218.75,286200,-2981.25
 March ,2023,Government,United States of America, Carretera , Medium ,1761,3,350,616350,43144.5,573205.5,457860,115345.5
 March ,2023,Midmarket,France, Montana , Medium ,2501,5,15,37515,3001.2,34513.8,25010,9503.8
 March ,2023,Enterprise,Mexico, Paseo , Medium ,1114,10,125,139250,11140,128110,133680,-5570
 March ,2023,Channel Partners,Canada, Velo , Medium ,598,120,12,7176,574.08,6601.92,1794,4807.92
 March ,2023,Government,United States of America, Paseo , Medium ,973,10,20,19460,1751.4,17708.6,9730,7978.6
 March ,2023,Channel Partners,France, Velo , Medium ,1967,120,12,23604,2124.36,21479.64,5901,15578.64
 March ,2023,Government,France, Paseo , High ,1954,10,20,39080,3908,35172,19540,15632
 March ,2023,Small Business,United States of America, Amarilla , High ,2993,260,300,897900,89790,808110,748250,59860
 March ,2023,Government,United States of America, VTT , High ,1579,250,7,11053,1215.83,9837.17,7895,1942.17
 March ,2023,Government,Germany, Carretera , High ,792,3,350,277200,30492,246708,205920,40788
 March ,2023,Government,Mexico, Paseo , High ,1122,10,20,22440,2468.4,19971.6,11220,8751.6
 March ,2023,Midmarket,United States of America, Montana , High ,677,5,15,10155,1218.6,8936.4,6770,2166.4
 March ,2023,Government,France, VTT , High ,1491,250,7,10437,1252.44,9184.56,7455,1729.56
 March ,2023,Government,Canada, Carretera , High ,923,3,350,323050,41996.5,281053.5,239980,41073.5
 March ,2023,Government,France, Carretera , High ,1790,3,350,626500,81445,545055,465400,79655
 March ,2023,Government,Canada, Paseo , High ,2428,10,20,48560,6798.4,41761.6,24280,17481.6
 March ,2023,Government,Mexico, VTT , High ,2903,250,7,20321,2844.94,17476.06,14515,2961.06
 March ,2023,Small Business,Canada, Amarilla , High ,888,260,300,266400,37296,229104,222000,7104
 March ,2023,Government,Germany, Paseo , High ,1158,10,20,23160,3474,19686,11580,8106
 March ,2023,Channel Partners,Mexico, Velo , High ,500,120,12,6000,900,5100,1500,3600
 March ,2023,Small Business,France, Amarilla , High ,2475,260,300,742500,111375,631125,618750,12375
 April ,2023,Channel Partners,Germany, VTT , None ,2838,250,12,34056,0,34056,8514,25542
 April ,2023,Channel Partners,United States of America, Amarilla , None ,1953,260,12,23436,0,23436,5859,17577
 April ,2023,Enterprise,Germany, Amarilla , None ,4219.5,260,125,527437.5,0,527437.5,506340,21097.5
 April ,2023,Small Business,United States of America, Montana , Low ,2301,5,300,690300,6903,683397,575250,108147
 April ,2023,Government,United States of America, Paseo , Low ,4492.5,10,7,31447.5,314.475,31133.025,22462.5,8670.525
 April ,2023,Government,France, Velo , Low ,3864,120,20,77280,772.8,76507.2,38640,37867.2
 April ,2023,Government,Canada, VTT , Low ,943.5,250,350,330225,3302.25,326922.75,245310,81612.75
 April ,2023,Enterprise,Canada, Carretera , Low ,742.5,3,125,92812.5,1856.25,90956.25,89100,1856.25
 April ,2023,Enterprise,France, Carretera , Low ,4243.5,3,125,530437.5,15913.125,514524.375,509220,5304.375
 April ,2023,Government,Germany, Carretera , Low ,2580,3,20,51600,1548,50052,25800,24252
 April ,2023,Channel Partners,Mexico, VTT , Low ,1916,250,12,22992,689.76,22302.24,5748,16554.24
 April ,2023,Government,Canada, Velo , Low ,3850.5,120,20,77010,2310.3,74699.7,38505,36194.7
 April ,2023,Small Business,Germany, Paseo , Low ,1414.5,10,300,424350,16974,407376,353625,53751
 April ,2023,Enterprise,Mexico, Amarilla , Low ,1074,260,125,134250,5370,128880,128880,0
 April ,2023,Small Business,Mexico, Paseo , Medium ,1607,10,300,482100,24105,457995,401750,56245
 April ,2023,Midmarket,France, Paseo , Medium ,3801,10,15,57015,3420.9,53594.1,38010,15584.1
 April ,2023,Government,Mexico, Montana , Medium ,980,5,350,343000,20580,322420,254800,67620
 April ,2023,Channel Partners,France, VTT , Medium ,1738.5,250,12,20862,1460.34,19401.66,5215.5,14186.16
 April ,2023,Government,Germany, Paseo , Medium ,1259,10,7,8813,705.04,8107.96,6295,1812.96
 April ,2023,Government,France, VTT , Medium ,574.5,250,350,201075,16086,184989,149370,35619
 April ,2023,Small Business,Canada, Montana , Medium ,3802.5,5,300,1140750,102667.5,1038082.5,950625,87457.5
 April ,2023,Midmarket,United States of America, Paseo , Medium ,3675,10,15,55125,4961.25,50163.75,36750,13413.75
 April ,2023,Government,United States of America, VTT , Medium ,1351.5,250,350,473025,42572.25,430452.75,351390,79062.75
 April ,2023,Midmarket,Mexico, Velo , Medium ,2628,120,15,39420,3547.8,35872.2,26280,9592.2
 April ,2023,Enterprise,United States of America, Carretera , High ,3445.5,3,125,430687.5,43068.75,387618.75,413460,-25841.25
 April ,2023,Midmarket,Germany, Velo , High ,510,120,15,7650,765,6885,5100,1785
 April ,2023,Channel Partners,Canada, Amarilla , High ,3520.5,260,12,42246,4224.6,38021.4,10561.5,27459.9
 April ,2023,Government,France, Paseo , High ,2532,10,7,17724,1949.64,15774.36,12660,3114.36
 April ,2023,Small Business,France, Montana , High ,1773,5,300,531900,63828,468072,443250,24822
 April ,2023,Government,Mexico, Carretera , High ,2579,3,20,51580,7221.2,44358.8,25790,18568.8
 April ,2023,Government,Germany, Montana , High ,1199,5,350,419650,58751,360899,311740,49159
 April ,2023,Government,United States of America, Velo , High ,606,120,20,12120,1696.8,10423.2,6060,4363.2
 April ,2023,Midmarket,Canada, Paseo , High ,1614,10,15,24210,3631.5,20578.5,16140,4438.5
 April ,2023,Government,Mexico, Paseo , High ,2535,10,7,17745,2661.75,15083.25,12675,2408.25
 April ,2023,Government,Canada, Paseo , High ,723,10,7,5061,759.15,4301.85,3615,686.85
 May ,2023,Government,France, Paseo , Low ,1030,10,7,7210,72.1,7137.9,5150,1987.9
 May ,2023,Government,Mexico, Velo , Low ,362,120,7,2534,25.34,2508.66,1810,698.66
 May ,2023,Small Business,France, Paseo , Low ,918,10,300,275400,5508,269892,229500,40392
 May ,2023,Small Business,Germany, Paseo , Low ,1728,10,300,518400,10368,508032,432000,76032
 May ,2023,Enterprise,Germany, Amarilla , Low ,2276,260,125,284500,5690,278810,273120,5690
 May ,2023,Government,Canada, Carretera , Low ,831,3,20,16620,498.6,16121.4,8310,7811.4
 May ,2023,Small Business,United States of America, Paseo , Low ,2918,10,300,875400,35016,840384,729500,110884
 May ,2023,Channel Partners,France, VTT , Low ,866,250,12,10392,415.68,9976.32,2598,7378.32
 May ,2023,Government,France, Carretera , Medium ,1563,3,20,31260,1563,29697,15630,14067
 May ,2023,Government,United States of America, Paseo , Medium ,2327,10,7,16289,814.45,15474.55,11635,3839.55
 May ,2023,Government,Germany, Montana , Medium ,1460,5,350,511000,30660,480340,379600,100740
 May ,2023,Midmarket,Germany, Velo , Medium ,1530,120,15,22950,1377,21573,15300,6273
 May ,2023,Midmarket,Canada, Velo , Medium ,1262,120,15,18930,1325.1,17604.9,12620,4984.9
 May ,2023,Small Business,Canada, Paseo , Medium ,1702,10,300,510600,35742,474858,425500,49358
 May ,2023,Enterprise,Canada, Amarilla , Medium ,1645,260,125,205625,14393.75,191231.25,197400,-6168.75
 May ,2023,Government,Canada, Paseo , Medium ,257,10,7,1799,143.92,1655.08,1285,370.08
 May ,2023,Government,Germany, Paseo , Medium ,1095,10,7,7665,613.2,7051.8,5475,1576.8
 May ,2023,Government,France, Montana , Medium ,1666,5,350,583100,52479,530621,433160,97461
 May ,2023,Midmarket,Mexico, Velo , Medium ,245,120,15,3675,330.75,3344.25,2450,894.25
 May ,2023,Channel Partners,Germany, VTT , Medium ,880,250,12,10560,950.4,9609.6,2640,6969.6
 May ,2023,Government,Germany, Carretera , Medium ,663,3,20,13260,1193.4,12066.6,6630,5436.6
 May ,2023,Government,United States of America, Montana , High ,2313,5,350,809550,80955,728595,601380,127215
 May ,2023,Small Business,Mexico, Paseo , High ,591,10,300,177300,17730,159570,147750,11820
 May ,2023,Midmarket,United States of America, Velo , High ,790,120,15,11850,1185,10665,7900,2765
 May ,2023,Enterprise,Mexico, VTT , High ,341,250,125,42625,4262.5,38362.5,40920,-2557.5
 May ,2023,Government,Mexico, Amarilla , High ,2039,260,20,40780,4078,36702,20390,16312
 May ,2023,Enterprise,France, Amarilla , High ,1433,260,125,179125,19703.75,159421.25,171960,-12538.75
 May ,2023,Channel Partners,Canada, VTT , High ,2109,250,12,25308,3036.96,22271.04,6327,15944.04
 May ,2023,Channel Partners,Mexico, Montana , High ,2661,5,12,31932,3831.84,28100.16,7983,20117.16
 May ,2023,Government,United States of America, Carretera , High ,1743,3,20,34860,4880.4,29979.6,17430,12549.6
 May ,2023,Government,Canada, Montana , High ,200,5,350,70000,9800,60200,52000,8200
 May ,2023,Enterprise,United States of America, Amarilla , High ,2844,260,125,355500,49770,305730,341280,-35550
 May ,2023,Government,Mexico, Paseo , High ,2851,10,350,997850,149677.5,848172.5,741260,106912.5
 May ,2023,Midmarket,France, Velo , High ,2826,120,15,42390,6358.5,36031.5,28260,7771.5
 May ,2023,Channel Partners,United States of America, VTT , High ,1806,250,12,21672,3250.8,18421.2,5418,13003.2
 June ,2023,Midmarket,France, Carretera , None ,2178,3,15,32670,0,32670,21780,10890
 June ,2023,Midmarket,Germany, Carretera , None ,888,3,15,13320,0,13320,8880,4440
 June ,2023,Midmarket,Mexico, Carretera , None ,2470,3,15,37050,0,37050,24700,12350
 June ,2023,Channel Partners,Canada, Montana , None ,2518,5,12,30216,0,30216,7554,22662
 June ,2023,Government,France, Montana , None ,1899,5,20,37980,0,37980,18990,18990
 June ,2023,Channel Partners,Germany, Montana , None ,1545,5,12,18540,0,18540,4635,13905
 June ,2023,Midmarket,Mexico, Montana , None ,2470,5,15,37050,0,37050,24700,12350
 June ,2023,Channel Partners,Canada, Paseo , None ,2518,10,12,30216,0,30216,7554,22662
 June ,2023,Government,Germany, Paseo , None ,1006,10,350,352100,0,352100,261560,90540
 June ,2023,Government,Germany, Velo , None ,1006,120,350,352100,0,352100,261560,90540
 June ,2023,Channel Partners,Germany, Velo , None ,1545,120,12,18540,0,18540,4635,13905
 June ,2023,Midmarket,France, VTT , None ,2178,250,15,32670,0,32670,21780,10890
 June ,2023,Midmarket,Germany, VTT , None ,888,250,15,13320,0,13320,8880,4440
 June ,2023,Government,France, Amarilla , None ,1899,260,20,37980,0,37980,18990,18990
 June ,2023,Enterprise,United States of America, Paseo , Low ,727,10,125,90875,908.75,89966.25,87240,2726.25
 June ,2023,Enterprise,France, Paseo , Low ,787,10,125,98375,983.75,97391.25,94440,2951.25
 June ,2023,Enterprise,United States of America, VTT , Low ,727,250,125,90875,908.75,89966.25,87240,2726.25
 June ,2023,Enterprise,France, VTT , Low ,787,250,125,98375,983.75,97391.25,94440,2951.25
 June ,2023,Channel Partners,United States of America, Montana , Low ,1142,5,12,13704,274.08,13429.92,3426,10003.92
 June ,2023,Channel Partners,United States of America, Paseo , Low ,1142,10,12,13704,274.08,13429.92,3426,10003.92
 June ,2023,Enterprise,Mexico, Paseo , Low ,662,10,125,82750,1655,81095,79440,1655
 June ,2023,Enterprise,Mexico, VTT , Low ,662,250,125,82750,1655,81095,79440,1655
 June ,2023,Small Business,Germany, Carretera , Low ,689,3,300,206700,6201,200499,172250,28249
 June ,2023,Channel Partners,France, Montana , Low ,1901,5,12,22812,684.36,22127.64,5703,16424.64
 June ,2023,Channel Partners,France, Paseo , Low ,1901,10,12,22812,684.36,22127.64,5703,16424.64
 June ,2023,Small Business,Germany, Paseo , Low ,689,10,300,206700,6201,200499,172250,28249
 June ,2023,Enterprise,Germany, Paseo , Low ,1570,10,125,196250,5887.5,190362.5,188400,1962.5
 June ,2023,Enterprise,Germany, VTT , Low ,1570,250,125,196250,5887.5,190362.5,188400,1962.5
 June ,2023,Small Business,United States of America, Carretera , Medium ,991,3,300,297300,14865,282435,247750,34685
 June ,2023,Small Business,United States of America, Paseo , Medium ,991,10,300,297300,14865,282435,247750,34685
 June ,2023,Government,United States of America, Paseo , Medium ,602,10,350,210700,10535,200165,156520,43645
 June ,2023,Government,United States of America, Velo , Medium ,602,120,350,210700,10535,200165,156520,43645
 June ,2023,Midmarket,Canada, Carretera , Medium ,2844,3,15,42660,2559.6,40100.4,28440,11660.4
 June ,2023,Government,France, Paseo , Medium ,1496,10,350,523600,31416,492184,388960,103224
 June ,2023,Government,France, Velo , Medium ,1496,120,350,523600,31416,492184,388960,103224
 June ,2023,Government,Mexico, Velo , Medium ,1498,120,7,10486,629.16,9856.84,7490,2366.84
 June ,2023,Midmarket,Canada, VTT , Medium ,2844,250,15,42660,2559.6,40100.4,28440,11660.4
 June ,2023,Government,Mexico, VTT , Medium ,1498,250,7,10486,629.16,9856.84,7490,2366.84
 June ,2023,Government,Canada, Velo , Medium ,1135,120,7,7945,556.15,7388.85,5675,1713.85
 June ,2023,Government,Canada, Amarilla , Medium ,1135,260,7,7945,556.15,7388.85,5675,1713.85
 June ,2023,Small Business,France, Carretera , Medium ,448,3,300,134400,9408,124992,112000,12992
 June ,2023,Small Business,France, Paseo , Medium ,448,10,300,134400,9408,124992,112000,12992
 June ,2023,Government,United States of America, Montana , Medium ,1282,5,20,25640,2051.2,23588.8,12820,10768.8
 June ,2023,Government,United States of America, Amarilla , Medium ,1282,260,20,25640,2051.2,23588.8,12820,10768.8
 June ,2023,Government,Canada, Montana , Medium ,708,5,20,14160,1132.8,13027.2,7080,5947.2
 June ,2023,Government,Germany, Paseo , Medium ,1366,10,20,27320,2185.6,25134.4,13660,11474.4
 June ,2023,Small Business,Mexico, Paseo , Medium ,2460,10,300,738000,59040,678960,615000,63960
 June ,2023,Government,United States of America, Velo , Medium ,2907,120,7,20349,1627.92,18721.08,14535,4186.08
 June ,2023,Government,Germany, Velo , Medium ,2338,120,7,16366,1309.28,15056.72,11690,3366.72
 June ,2023,Government,Germany, VTT , Medium ,2338,250,7,16366,1309.28,15056.72,11690,3366.72
 June ,2023,Government,Canada, Amarilla , Medium ,708,260,20,14160,1132.8,13027.2,7080,5947.2
 June ,2023,Government,United States of America, Amarilla , Medium ,2907,260,7,20349,1627.92,18721.08,14535,4186.08
 June ,2023,Government,Germany, Amarilla , Medium ,1366,260,20,27320,2185.6,25134.4,13660,11474.4
 June ,2023,Small Business,Mexico, Amarilla , Medium ,2460,260,300,738000,59040,678960,615000,63960
 June ,2023,Small Business,Canada, Carretera , Medium ,1094,3,300,328200,29538,298662,273500,25162
 June ,2023,Small Business,Canada, Paseo , Medium ,1094,10,300,328200,29538,298662,273500,25162
 June ,2023,Government,Mexico, Paseo , Medium ,1038,10,20,20760,1868.4,18891.6,10380,8511.6
 June ,2023,Government,Mexico, Amarilla , Medium ,1038,260,20,20760,1868.4,18891.6,10380,8511.6
 June ,2023,Government,Mexico, Carretera , High ,886,3,350,310100,37212,272888,230360,42528
 June ,2023,Government,Mexico, Paseo , High ,886,10,350,310100,37212,272888,230360,42528
 June ,2023,Midmarket,United States of America, Carretera , High ,2567,3,15,38505,5005.65,33499.35,25670,7829.35
 June ,2023,Midmarket,United States of America, VTT , High ,2567,250,15,38505,5005.65,33499.35,25670,7829.35
 June ,2023,Channel Partners,Mexico, Montana , High ,604,5,12,7248,942.24,6305.76,1812,4493.76
 June ,2023,Government,Canada, Paseo , High ,2632,10,350,921200,119756,801444,684320,117124
 June ,2023,Enterprise,Canada, Paseo , High ,1583,10,125,197875,25723.75,172151.25,189960,-17808.75
 June ,2023,Government,Canada, Velo , High ,2632,120,350,921200,119756,801444,684320,117124
 June ,2023,Government,France, Velo , High ,1190,120,7,8330,1082.9,7247.1,5950,1297.1
 June ,2023,Channel Partners,Mexico, Velo , High ,604,120,12,7248,942.24,6305.76,1812,4493.76
 June ,2023,Enterprise,Canada, VTT , High ,1583,250,125,197875,25723.75,172151.25,189960,-17808.75
 June ,2023,Government,France, Amarilla , High ,1190,260,7,8330,1082.9,7247.1,5950,1297.1
 July ,2023,Enterprise,Canada, Montana , None ,2665.5,5,125,333187.5,0,333187.5,319860,13327.5
 July ,2023,Channel Partners,Germany, Paseo , None ,367,10,12,4404,0,4404,1101,3303
 July ,2023,Government,Germany, Amarilla , None ,1686,260,7,11802,0,11802,8430,3372
 July ,2023,Government,United States of America, Carretera , Low ,2529,3,7,17703,177.03,17525.97,12645,4880.97
 July ,2023,Government,France, Montana , Low ,1375.5,5,20,27510,275.1,27234.9,13755,13479.9
 July ,2023,Enterprise,Mexico, Paseo , Low ,1823,10,125,227875,2278.75,225596.25,218760,6836.25
 July ,2023,Channel Partners,United States of America, Paseo , Low ,1369.5,10,12,16434,493.02,15940.98,4108.5,11832.48
 July ,2023,Government,United States of America, Paseo , Low ,3450,10,350,1207500,48300,1159200,897000,262200
 July ,2023,Enterprise,France, Paseo , Low ,2988,10,125,373500,14940,358560,358560,0
 July ,2023,Government,Mexico, Amarilla , Medium ,1683,260,7,11781,589.05,11191.95,8415,2776.95
 July ,2023,Enterprise,United States of America, Montana , Medium ,3627,5,125,453375,22668.75,430706.25,435240,-4533.75
 July ,2023,Enterprise,Germany, Paseo , Medium ,3513,10,125,439125,30738.75,408386.25,421560,-13173.75
 July ,2023,Small Business,France, Velo , Medium ,1659,120,300,497700,34839,462861,414750,48111
 July ,2023,Government,Germany, Montana , Medium ,645,5,20,12900,1032,11868,6450,5418
 July ,2023,Government,United States of America, VTT , Medium ,436.5,250,20,8730,698.4,8031.6,4365,3666.6
 July ,2023,Small Business,Canada, Velo , Medium ,3793.5,120,300,1138050,102424.5,1035625.5,948375,87250.5
 July ,2023,Government,Germany, Velo , Medium ,1307,120,350,457450,41170.5,416279.5,339820,76459.5
 July ,2023,Government,Canada, Carretera , Medium ,819,3,7,5733,515.97,5217.03,4095,1122.03
 July ,2023,Midmarket,Canada, Amarilla , Medium ,1630.5,260,15,24457.5,2201.175,22256.325,16305,5951.325
 July ,2023,Government,France, Velo , High ,639,120,350,223650,22365,201285,166140,35145
 July ,2023,Midmarket,Mexico, VTT , High ,641,250,15,9615,961.5,8653.5,6410,2243.5
 July ,2023,Midmarket,United States of America, Amarilla , High ,3199.5,260,15,47992.5,5279.175,42713.325,31995,10718.325
 July ,2023,Small Business,Germany, Carretera , High ,2811,3,300,843300,92763,750537,702750,47787
 July ,2023,Government,Canada, Paseo , High ,2104.5,10,350,736575,81023.25,655551.75,547170,108381.75
 July ,2023,Channel Partners,Canada, Paseo , High ,4026,10,12,48312,5314.32,42997.68,12078,30919.68
 July ,2023,Channel Partners,France, Paseo , High ,2425.5,10,12,29106,3201.66,25904.34,7276.5,18627.84
 July ,2023,Government,Mexico, Velo , High ,1395,120,350,488250,58590,429660,362700,66960
 July ,2023,Midmarket,France, VTT , High ,3874.5,250,15,58117.5,6974.1,51143.4,38745,12398.4
 July ,2023,Government,France, Amarilla , High ,3421.5,260,7,23950.5,2874.06,21076.44,17107.5,3968.94
 July ,2023,Government,Mexico, Montana , High ,2255,5,20,45100,5863,39237,22550,16687
 July ,2023,Channel Partners,Mexico, Paseo , High ,571,10,12,6852,890.76,5961.24,1713,4248.24
 July ,2023,Small Business,Mexico, Carretera , High ,801,3,300,240300,33642,206658,200250,6408
 July ,2023,Small Business,United States of America, Velo , High ,2460,120,300,738000,103320,634680,615000,19680
 July ,2023,Government,Canada, VTT , High ,865.5,250,20,17310,2596.5,14713.5,8655,6058.5
 July ,2023,Midmarket,Germany, VTT , High ,492,250,15,7380,1107,6273,4920,1353
 August ,2023,Small Business,Mexico, Montana , None ,958,5,300,287400,0,287400,239500,47900
 August ,2023,Government,Mexico, Paseo , None ,883,10,7,6181,0,6181,4415,1766
 August ,2023,Enterprise,United States of America, Velo , None ,2821,120,125,352625,0,352625,338520,14105
 August ,2023,Channel Partners,United States of America, Amarilla , None ,2141,260,12,25692,0,25692,6423,19269
 August ,2023,Government,Canada, Montana , Low ,1830,5,7,12810,128.1,12681.9,9150,3531.9
 August ,2023,Enterprise,Canada, Velo , Low ,923,120,125,115375,1153.75,114221.25,110760,3461.25
 August ,2023,Small Business,Canada, VTT , Low ,1874,250,300,562200,16866,545334,468500,76834
 August ,2023,Government,Mexico, VTT , Low ,1642,250,350,574700,17241,557459,426920,130539
 August ,2023,Small Business,Germany, Montana , Low ,1859,5,300,557700,22308,535392,464750,70642
 August ,2023,Channel Partners,Mexico, Amarilla , Medium ,1123,260,12,13476,673.8,12802.2,3369,9433.2
 August ,2023,Government,United States of America, Velo , Medium ,2832,120,20,56640,2832,53808,28320,25488
 August ,2023,Government,France, Velo , Medium ,1579,120,20,31580,1579,30001,15790,14211
 August ,2023,Government,Canada, Amarilla , Medium ,552,260,350,193200,9660,183540,143520,40020
 August ,2023,Midmarket,United States of America, Paseo , Medium ,2198,10,15,32970,1978.2,30991.8,21980,9011.8
 August ,2023,Midmarket,Germany, Paseo , Medium ,1743,10,15,26145,1568.7,24576.3,17430,7146.3
 August ,2023,Government,Germany, Velo , Medium ,1001,120,20,20020,1201.2,18818.8,10010,8808.8
 August ,2023,Channel Partners,Canada, Carretera , Medium ,1884,3,12,22608,1582.56,21025.44,5652,15373.44
 August ,2023,Midmarket,France, Paseo , Medium ,2101,10,15,31515,2206.05,29308.95,21010,8298.95
 August ,2023,Government,Mexico, Velo , Medium ,609,120,20,12180,852.6,11327.4,6090,5237.4
 August ,2023,Enterprise,Mexico, Carretera , Medium ,1540,3,125,192500,15400,177100,184800,-7700
 August ,2023,Small Business,France, Montana , Medium ,1562,5,300,468600,37488,431112,390500,40612
 August ,2023,Government,United States of America, Paseo , Medium ,678,10,7,4746,379.68,4366.32,3390,976.32
 August ,2023,Government,Germany, Paseo , Medium ,1598,10,7,11186,894.88,10291.12,7990,2301.12
 August ,2023,Government,France, VTT , Medium ,381,250,350,133350,10668,122682,99060,23622
 August ,2023,Government,Germany, VTT , Medium ,422,250,350,147700,11816,135884,109720,26164
 August ,2023,Government,United States of America, VTT , High ,2807,250,350,982450,98245,884205,729820,154385
 August ,2023,Channel Partners,Germany, Amarilla , High ,2574,260,12,30888,3088.8,27799.2,7722,20077.2
 August ,2023,Government,Canada, Paseo , High ,2394,10,20,47880,5266.8,42613.2,23940,18673.2
 August ,2023,Midmarket,Mexico, Paseo , High ,1984,10,15,29760,3273.6,26486.4,19840,6646.4
 August ,2023,Government,France, Paseo , High ,2696,10,7,18872,2453.36,16418.64,13480,2938.64
 August ,2023,Small Business,United States of America, VTT , High ,2541,250,300,762300,106722,655578,635250,20328
 August ,2023,Channel Partners,France, Amarilla , High ,2475,260,12,29700,4158,25542,7425,18117
 August ,2023,Enterprise,France, Carretera , High ,1174,3,125,146750,22012.5,124737.5,140880,-16142.5
 August ,2023,Enterprise,Germany, Carretera , High ,2767,3,125,345875,51881.25,293993.75,332040,-38046.25
 August ,2023,Midmarket,Canada, Paseo , High ,2559,10,15,38385,5757.75,32627.25,25590,7037.25
 September ,2023,Government,Germany, Montana , None ,2146,5,7,15022,0,15022,10730,4292
 September ,2023,Midmarket,Mexico, Paseo , None ,2472,10,15,37080,0,37080,24720,12360
 September ,2023,Small Business,France, VTT , None ,2151,250,300,645300,0,645300,537750,107550
 September ,2023,Channel Partners,Canada, Carretera , Low ,1445,3,12,17340,173.4,17166.6,4335,12831.6
 September ,2023,Channel Partners,France, Carretera , Low ,2671,3,12,32052,320.52,31731.48,8013,23718.48
 September ,2023,Midmarket,Germany, Paseo , Low ,747,10,15,11205,112.05,11092.95,7470,3622.95
 September ,2023,Small Business,Germany, VTT , Low ,986,250,300,295800,2958,292842,246500,46342
 September ,2023,Channel Partners,United States of America, Carretera , Low ,1947,3,12,23364,700.92,22663.08,5841,16822.08
 September ,2023,Government,France, Montana , Low ,544,5,7,3808,114.24,3693.76,2720,973.76
 September ,2023,Midmarket,Canada, Paseo , Low ,218,10,15,3270,130.8,3139.2,2180,959.2
 September ,2023,Government,Canada, Paseo , Low ,2074,10,20,41480,1659.2,39820.8,20740,19080.8
 September ,2023,Government,United States of America, Paseo , Low ,1056,10,20,21120,844.8,20275.2,10560,9715.2
 September ,2023,Government,Germany, Amarilla , Low ,1907,260,350,667450,26698,640752,495820,144932
 September ,2023,Midmarket,France, Paseo , Medium ,2620,10,15,39300,1965,37335,26200,11135
 September ,2023,Channel Partners,Mexico, Carretera , Medium ,562,3,12,6744,404.64,6339.36,1686,4653.36
 September ,2023,Government,Mexico, Amarilla , Medium ,1679,260,350,587650,35259,552391,436540,115851
